datetime,portfolio_value,cash,positions,return
2024-03-11 09:30:00-04:00,89244.55220642089,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.0
2024-03-11 09:30:00-04:00,89244.55220642089,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.0
2024-03-12 09:30:00-04:00,89724.00868835449,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.005372389351280704
2024-03-13 09:30:00-04:00,89705.66676940917,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",-0.0002044259860147779
2024-03-14 09:30:00-04:00,88820.10948791503,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",-0.009871809812979748
2024-03-15 09:30:00-04:00,88820.10948791503,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.0
2024-03-16 09:30:00-04:00,88820.10948791503,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.0
2024-03-16 09:29:00-04:00,88820.10948791503,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.0
2024-03-18 08:30:00-04:00,89074.25380554199,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.0028613375855108814
2024-03-18 09:30:00-04:00,89074.25380554199,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.0
2024-03-18 09:30:00-04:00,89074.25380554199,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.0
2024-03-19 09:30:00-04:00,89548.47316589355,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.0053238656524345895
2024-03-20 09:30:00-04:00,90546.69252624511,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.011147251595259533
2024-03-21 09:30:00-04:00,90379.00868835449,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",-0.0018519046164168218
2024-03-22 09:30:00-04:00,90379.00868835449,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.0
2024-03-23 09:30:00-04:00,90379.00868835449,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.0
2024-03-23 09:29:00-04:00,90379.00868835449,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.0
2024-03-25 08:30:00-04:00,90263.72804870605,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",-0.0012755244975738433
2024-03-25 09:30:00-04:00,90263.72804870605,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.0
2024-03-25 09:30:00-04:00,90263.72804870605,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.0
2024-03-26 09:30:00-04:00,90326.61348571777,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.0006966855720582643
2024-03-27 09:30:00-04:00,90523.11348571777,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.0021754385824623856
2024-03-28 09:30:00-04:00,90523.11348571777,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.0
2024-03-29 09:30:00-04:00,90523.11348571777,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.0
2024-03-29 09:29:00-04:00,90523.11348571777,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.0
2024-04-01 08:30:00-04:00,89872.03932800292,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",-0.007192352678165093
2024-04-01 09:30:00-04:00,89872.03932800292,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.0
2024-04-01 09:30:00-04:00,89872.03932800292,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.0
2024-04-02 09:30:00-04:00,89803.91676940917,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",-0.0007579950238485456
2024-04-03 09:30:00-04:00,90563.72316589355,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.008460726701212229
2024-04-04 09:30:00-04:00,89376.86348571777,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",-0.013105243895524366
2024-04-05 09:30:00-04:00,89376.86348571777,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.0
2024-04-06 09:30:00-04:00,89376.86348571777,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.0
2024-04-06 09:29:00-04:00,89376.86348571777,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.0
2024-04-08 08:30:00-04:00,90168.1006072998,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.008852818176020127
2024-04-08 09:30:00-04:00,90168.1006072998,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.0
2024-04-08 09:30:00-04:00,90168.1006072998,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.0
2024-04-09 09:30:00-04:00,89248.47804870605,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",-0.010198978933790515
2024-04-10 09:30:00-04:00,89536.67964782714,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",0.0032292046365631766
2024-04-11 09:30:00-04:00,89365.06996765136,21982.6006072998,"[{'asset': USD, 'quantity': 21982.6006072998}, {'asset': SPY, 'quantity': 131.0}]",-0.0019166411000582917
2024-04-12 09:30:00-04:00,89365.06996765136,32784.37050476074,"[{'asset': USD, 'quantity': 32784.37050476074}, {'asset': SPY, 'quantity': 110.0}]",0.0
2024-04-13 09:30:00-04:00,89365.06996765136,32784.37050476074,"[{'asset': USD, 'quantity': 32784.37050476074}, {'asset': SPY, 'quantity': 110.0}]",0.0
2024-04-13 09:29:00-04:00,89365.06996765136,32784.37050476074,"[{'asset': USD, 'quantity': 32784.37050476074}, {'asset': SPY, 'quantity': 110.0}]",0.0
2024-04-15 08:30:00-04:00,88327.77077331542,32784.37050476074,"[{'asset': USD, 'quantity': 32784.37050476074}, {'asset': SPY, 'quantity': 110.0}]",-0.011607434478722145
2024-04-15 09:30:00-04:00,88327.77077331542,32784.37050476074,"[{'asset': USD, 'quantity': 32784.37050476074}, {'asset': SPY, 'quantity': 110.0}]",0.0
2024-04-15 09:30:00-04:00,88327.77077331542,32784.37050476074,"[{'asset': USD, 'quantity': 32784.37050476074}, {'asset': SPY, 'quantity': 110.0}]",0.0
2024-04-16 09:30:00-04:00,88449.8691619873,32784.37050476074,"[{'asset': USD, 'quantity': 32784.37050476074}, {'asset': SPY, 'quantity': 110.0}]",0.0013823329582858257
2024-04-17 09:30:00-04:00,88002.17171325683,32784.37050476074,"[{'asset': USD, 'quantity': 32784.37050476074}, {'asset': SPY, 'quantity': 110.0}]",-0.0050615953756874
2024-04-18 09:30:00-04:00,87722.77077331542,32784.37050476074,"[{'asset': USD, 'quantity': 32784.37050476074}, {'asset': SPY, 'quantity': 110.0}]",-0.0031749323283951636
2024-04-19 09:30:00-04:00,87722.77077331542,32784.37050476074,"[{'asset': USD, 'quantity': 32784.37050476074}, {'asset': SPY, 'quantity': 110.0}]",0.0
2024-04-20 09:30:00-04:00,87722.77077331542,32784.37050476074,"[{'asset': USD, 'quantity': 32784.37050476074}, {'asset': SPY, 'quantity': 110.0}]",0.0
2024-04-20 09:29:00-04:00,87722.77077331542,32784.37050476074,"[{'asset': USD, 'quantity': 32784.37050476074}, {'asset': SPY, 'quantity': 110.0}]",0.0
2024-04-22 08:30:00-04:00,87980.17037048339,32784.37050476074,"[{'asset': USD, 'quantity': 32784.37050476074}, {'asset': SPY, 'quantity': 110.0}]",0.0029342392505260495
2024-04-22 09:30:00-04:00,87980.17037048339,32784.37050476074,"[{'asset': USD, 'quantity': 32784.37050476074}, {'asset': SPY, 'quantity': 110.0}]",0.0
